"Label (Grouping)","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Percent!!Estimate","Tennessee!!Percent!!Margin of Error","Tennessee!!Male!!Estimate","Tennessee!!Male!!Margin of Error","Tennessee!!Percent Male!!Estimate","Tennessee!!Percent Male!!Margin of Error","Tennessee!!Female!!Estimate","Tennessee!!Female!!Margin of Error","Tennessee!!Percent Female!!Estimate","Tennessee!!Percent Female!!Margin of Error","Cannon County, Tennessee!!Total!!Estimate","Cannon County, Tennessee!!Total!!Margin of Error","Cannon County, Tennessee!!Percent!!Estimate","Cannon County, Tennessee!!Percent!!Margin of Error","Cannon County, Tennessee!!Male!!Estimate","Cannon County, Tennessee!!Male!!Margin of Error","Cannon County, Tennessee!!Percent Male!!Estimate","Cannon County, Tennessee!!Percent Male!!Margin of Error","Cannon County, Tennessee!!Female!!Estimate","Cannon County, Tennessee!!Female!!Margin of Error","Cannon County, Tennessee!!Percent Female!!Estimate","Cannon County, Tennessee!!Percent Female!!Margin of Error","Clay County, Tennessee!!Total!!Estimate","Clay County, Tennessee!!Total!!Margin of Error","Clay County, Tennessee!!Percent!!Estimate","Clay County, Tennessee!!Percent!!Margin of Error","Clay County, Tennessee!!Male!!Estimate","Clay County, Tennessee!!Male!!Margin of Error","Clay County, Tennessee!!Percent Male!!Estimate","Clay County, Tennessee!!Percent Male!!Margin of Error","Clay County, Tennessee!!Female!!Estimate","Clay County, Tennessee!!Female!!Margin of Error","Clay County, Tennessee!!Percent Female!!Estimate","Clay County, Tennessee!!Percent Female!!Margin of Error","Cumberland County, Tennessee!!Total!!Estimate","Cumberland County, Tennessee!!Total!!Margin of Error","Cumberland County, Tennessee!!Percent!!Estimate","Cumberland County, Tennessee!!Percent!!Margin of Error","Cumberland County, Tennessee!!Male!!Estimate","Cumberland County, Tennessee!!Male!!Margin of Error","Cumberland County, Tennessee!!Percent Male!!Estimate","Cumberland County, Tennessee!!Percent Male!!Margin of Error","Cumberland County, Tennessee!!Female!!Estimate","Cumberland County, Tennessee!!Female!!Margin of Error","Cumberland County, Tennessee!!Percent Female!!Estimate","Cumberland County, Tennessee!!Percent Female!!Margin of Error","DeKalb County, Tennessee!!Total!!Estimate","DeKalb County, Tennessee!!Total!!Margin of Error","DeKalb County, Tennessee!!Percent!!Estimate","DeKalb County, Tennessee!!Percent!!Margin of Error","DeKalb County, Tennessee!!Male!!Estimate","DeKalb County, Tennessee!!Male!!Margin of Error","DeKalb County, Tennessee!!Percent Male!!Estimate","DeKalb County, Tennessee!!Percent Male!!Margin of Error","DeKalb County, Tennessee!!Female!!Estimate","DeKalb County, Tennessee!!Female!!Margin of Error","DeKalb County, Tennessee!!Percent Female!!Estimate","DeKalb County, Tennessee!!Percent Female!!Margin of Error","Fentress County, Tennessee!!Total!!Estimate","Fentress County, Tennessee!!Total!!Margin of Error","Fentress County, Tennessee!!Percent!!Estimate","Fentress County, Tennessee!!Percent!!Margin of Error","Fentress County, Tennessee!!Male!!Estimate","Fentress County, Tennessee!!Male!!Margin of Error","Fentress County, Tennessee!!Percent Male!!Estimate","Fentress County, Tennessee!!Percent Male!!Margin of Error","Fentress County, Tennessee!!Female!!Estimate","Fentress County, Tennessee!!Female!!Margin of Error","Fentress County, Tennessee!!Percent Female!!Estimate","Fentress County, Tennessee!!Percent Female!!Margin of Error","Jackson County, Tennessee!!Total!!Estimate","Jackson County, Tennessee!!Total!!Margin of Error","Jackson County, Tennessee!!Percent!!Estimate","Jackson County, Tennessee!!Percent!!Margin of Error","Jackson County, Tennessee!!Male!!Estimate","Jackson County, Tennessee!!Male!!Margin of Error","Jackson County, Tennessee!!Percent Male!!Estimate","Jackson County, Tennessee!!Percent Male!!Margin of Error","Jackson County, Tennessee!!Female!!Estimate","Jackson County, Tennessee!!Female!!Margin of Error","Jackson County, Tennessee!!Percent Female!!Estimate","Jackson County, Tennessee!!Percent Female!!Margin of Error","Macon County, Tennessee!!Total!!Estimate","Macon County, Tennessee!!Total!!Margin of Error","Macon County, Tennessee!!Percent!!Estimate","Macon County, Tennessee!!Percent!!Margin of Error","Macon County, Tennessee!!Male!!Estimate","Macon County, Tennessee!!Male!!Margin of Error","Macon County, Tennessee!!Percent Male!!Estimate","Macon County, Tennessee!!Percent Male!!Margin of Error","Macon County, Tennessee!!Female!!Estimate","Macon County, Tennessee!!Female!!Margin of Error","Macon County, Tennessee!!Percent Female!!Estimate","Macon County, Tennessee!!Percent Female!!Margin of Error","Overton County, Tennessee!!Total!!Estimate","Overton County, Tennessee!!Total!!Margin of Error","Overton County, Tennessee!!Percent!!Estimate","Overton County, Tennessee!!Percent!!Margin of Error","Overton County, Tennessee!!Male!!Estimate","Overton County, Tennessee!!Male!!Margin of Error","Overton County, Tennessee!!Percent Male!!Estimate","Overton County, Tennessee!!Percent Male!!Margin of Error","Overton County, Tennessee!!Female!!Estimate","Overton County, Tennessee!!Female!!Margin of Error","Overton County, Tennessee!!Percent Female!!Estimate","Overton County, Tennessee!!Percent Female!!Margin of Error","Pickett County, Tennessee!!Total!!Estimate","Pickett County, Tennessee!!Total!!Margin of Error","Pickett County, Tennessee!!Percent!!Estimate","Pickett County, Tennessee!!Percent!!Margin of Error","Pickett County, Tennessee!!Male!!Estimate","Pickett County, Tennessee!!Male!!Margin of Error","Pickett County, Tennessee!!Percent Male!!Estimate","Pickett County, Tennessee!!Percent Male!!Margin of Error","Pickett County, Tennessee!!Female!!Estimate","Pickett County, Tennessee!!Female!!Margin of Error","Pickett County, Tennessee!!Percent Female!!Estimate","Pickett County, Tennessee!!Percent Female!!Margin of Error","Putnam County, Tennessee!!Total!!Estimate","Putnam County, Tennessee!!Total!!Margin of Error","Putnam County, Tennessee!!Percent!!Estimate","Putnam County, Tennessee!!Percent!!Margin of Error","Putnam County, Tennessee!!Male!!Estimate","Putnam County, Tennessee!!Male!!Margin of Error","Putnam County, Tennessee!!Percent Male!!Estimate","Putnam County, Tennessee!!Percent Male!!Margin of Error","Putnam County, Tennessee!!Female!!Estimate","Putnam County, Tennessee!!Female!!Margin of Error","Putnam County, Tennessee!!Percent Female!!Estimate","Putnam County, Tennessee!!Percent Female!!Margin of Error","Smith County, Tennessee!!Total!!Estimate","Smith County, Tennessee!!Total!!Margin of Error","Smith County, Tennessee!!Percent!!Estimate","Smith County, Tennessee!!Percent!!Margin of Error","Smith County, Tennessee!!Male!!Estimate","Smith County, Tennessee!!Male!!Margin of Error","Smith County, Tennessee!!Percent Male!!Estimate","Smith County, Tennessee!!Percent Male!!Margin of Error","Smith County, Tennessee!!Female!!Estimate","Smith County, Tennessee!!Female!!Margin of Error","Smith County, Tennessee!!Percent Female!!Estimate","Smith County, Tennessee!!Percent Female!!Margin of Error","Van Buren County, Tennessee!!Total!!Estimate","Van Buren County, Tennessee!!Total!!Margin of Error","Van Buren County, Tennessee!!Percent!!Estimate","Van Buren County, Tennessee!!Percent!!Margin of Error","Van Buren County, Tennessee!!Male!!Estimate","Van Buren County, Tennessee!!Male!!Margin of Error","Van Buren County, Tennessee!!Percent Male!!Estimate","Van Buren County, Tennessee!!Percent Male!!Margin of Error","Van Buren County, Tennessee!!Female!!Estimate","Van Buren County, Tennessee!!Female!!Margin of Error","Van Buren County, Tennessee!!Percent Female!!Estimate","Van Buren County, Tennessee!!Percent Female!!Margin of Error","Warren County, Tennessee!!Total!!Estimate","Warren County, Tennessee!!Total!!Margin of Error","Warren County, Tennessee!!Percent!!Estimate","Warren County, Tennessee!!Percent!!Margin of Error","Warren County, Tennessee!!Male!!Estimate","Warren County, Tennessee!!Male!!Margin of Error","Warren County, Tennessee!!Percent Male!!Estimate","Warren County, Tennessee!!Percent Male!!Margin of Error","Warren County, Tennessee!!Female!!Estimate","Warren County, Tennessee!!Female!!Margin of Error","Warren County, Tennessee!!Percent Female!!Estimate","Warren County, Tennessee!!Percent Female!!Margin of Error","White County, Tennessee!!Total!!Estimate","White County, Tennessee!!Total!!Margin of Error","White County, Tennessee!!Percent!!Estimate","White County, Tennessee!!Percent!!Margin of Error","White County, Tennessee!!Male!!Estimate","White County, Tennessee!!Male!!Margin of Error","White County, Tennessee!!Percent Male!!Estimate","White County, Tennessee!!Percent Male!!Margin of Error","White County, Tennessee!!Female!!Estimate","White County, Tennessee!!Female!!Margin of Error","White County, Tennessee!!Percent Female!!Estimate","White County, Tennessee!!Percent Female!!Margin of Error"
"        18 to 24 years","629,084","±1,492","8.9%","±0.1","318,717","±897","9.2%","±0.1","310,367","±1,020","8.6%","±0.1","973","±55","6.6%","±0.4","513","±44","6.8%","±0.6","460","±16","6.3%","±0.2","535","±143","7.0%","±1.9","249","±112","6.7%","±3.0","286","±67","7.3%","±1.7","3,582","±131","5.6%","±0.2","1,872","±96","6.0%","±0.3","1,710","±74","5.3%","±0.2","1,576","±118","7.5%","±0.6","849","±90","8.1%","±0.9","727","±79","6.9%","±0.8","1,397","±65","7.2%","±0.3","725","±36","7.6%","±0.4","672","±46","6.9%","±0.5","797","±74","6.6%","±0.6","456","±72","7.5%","±1.1","341","±6","5.7%","±0.1","1,986","±129","7.6%","±0.5","1,099","±120","8.5%","±0.9","887","±56","6.7%","±0.4","1,793","±52","7.8%","±0.2","1,025","±43","8.8%","±0.4","768","±26","6.7%","±0.2","348","±63","6.9%","±1.2","188","±7","7.2%","±0.3","160","±64","6.5%","±2.6","12,074","±298","14.6%","±0.4","6,641","±191","16.1%","±0.5","5,433","±212","13.1%","±0.5","1,472","±61","7.2%","±0.3","765","±42","7.4%","±0.4","707","±51","7.0%","±0.5","451","±79","7.0%","±1.2","224","±74","6.8%","±2.2","227","±30","7.2%","±0.9","3,243","±187","7.7%","±0.4","1,724","±172","8.2%","±0.8","1,519","±76","7.2%","±0.4","1,819","±48","6.5%","±0.2","959","±41","6.9%","±0.3","860","±21","6.1%","±0.2"
"        15 to 44 years","2,791,439","±1,615","39.5%","±0.1","1,395,492","±1,422","40.2%","±0.1","1,395,947","±1,312","38.8%","±0.1","5,452","±151","36.8%","±1.0","2,841","±146","37.5%","±1.5","2,611","±112","36.0%","±1.2","2,442","±95","31.8%","±1.2","1,195","±77","32.0%","±2.0","1,247","±55","31.6%","±1.1","17,535","±216","27.6%","±0.3","8,765","±113","28.3%","±0.4","8,770","±221","26.9%","±0.6","7,463","±157","35.6%","±0.7","3,885","±104","37.1%","±1.0","3,578","±117","34.1%","±1.2","6,136","±62","31.8%","±0.3","3,171","±165","33.3%","±1.2","2,965","±169","30.3%","±1.2","3,885","±70","32.3%","±0.6","2,045","±58","33.6%","±0.7","1,840","±44","31.0%","±0.6","9,859","±183","37.6%","±0.7","4,992","±72","38.5%","±0.6","4,867","±165","36.7%","±1.1","8,065","±77","35.0%","±0.3","4,262","±85","36.7%","±0.6","3,803","±82","33.2%","±0.6","1,487","±22","29.3%","±0.4","818","±37","31.2%","±1.2","669","±39","27.2%","±1.3","35,695","±314","43.2%","±0.4","18,809","±180","45.7%","±0.4","16,886","±264","40.8%","±0.6","7,516","±93","36.9%","±0.5","3,876","±74","37.6%","±0.6","3,640","±87","36.1%","±0.7","1,998","±40","31.0%","±0.6","1,080","±50","32.8%","±1.1","918","±59","29.2%","±1.4","15,685","±310","37.2%","±0.7","8,058","±219","38.2%","±0.9","7,627","±211","36.2%","±1.0","9,723","±128","34.5%","±0.5","4,837","±88","34.7%","±0.6","4,886","±129","34.4%","±0.8"
"        16 years and over","5,686,961","±2,435","80.5%","±0.1","2,760,506","±1,871","79.6%","±0.1","2,926,455","±1,814","81.3%","±0.1","11,850","±134","80.0%","±0.9","5,885","±123","77.8%","±1.7","5,965","±104","82.3%","±1.0","6,393","±65","83.4%","±0.8","3,154","±91","84.6%","±1.4","3,239","±101","82.2%","±1.9","54,116","±173","85.2%","±0.3","26,225","±170","84.6%","±0.6","27,891","±157","85.6%","±0.7","16,988","±79","81.1%","±0.4","8,476","±110","81.0%","±1.5","8,512","±124","81.1%","±1.6","15,960","±78","82.7%","±0.4","7,829","±164","82.1%","±0.6","8,131","±162","83.2%","±0.6","10,164","±76","84.5%","±0.6","5,187","±88","85.2%","±0.5","4,977","±54","83.8%","±1.0","20,471","±122","78.0%","±0.5","10,011","±131","77.2%","±1.1","10,460","±145","78.8%","±1.1","18,876","±94","81.8%","±0.4","9,489","±102","81.7%","±0.6","9,387","±112","81.9%","±0.6","4,265","±55","84.0%","±1.1","2,143","±41","81.7%","±2.2","2,122","±47","86.4%","±1.8","67,692","±279","82.0%","±0.3","33,520","±209","81.4%","±0.4","34,172","±199","82.6%","±0.5","16,429","±85","80.6%","±0.4","8,227","±67","79.9%","±0.7","8,202","±92","81.3%","±0.9","5,287","±57","82.1%","±0.9","2,651","±72","80.6%","±1.5","2,636","±46","83.7%","±1.0","33,623","±211","79.7%","±0.5","16,816","±186","79.8%","±0.5","16,807","±213","79.7%","±1.0","22,810","±138","81.0%","±0.5","11,170","±159","80.1%","±1.0","11,640","±173","81.9%","±0.9"
"        18 years and over","5,499,414","±535","77.8%","±0.1","2,664,805","±834","76.8%","±0.1","2,834,609","±840","78.8%","±0.1","11,446","±110","77.2%","±0.7","5,669","±104","74.9%","±1.5","5,777","±98","79.7%","±1.0","6,227","±42","81.2%","±0.6","3,031","±78","81.3%","±1.3","3,196","±106","81.1%","±1.8","52,931","±45","83.3%","±0.1","25,677","±128","82.9%","±0.5","27,254","±116","83.7%","±0.5","16,402","±63","78.3%","±0.3","8,147","±101","77.8%","±1.3","8,255","±107","78.7%","±1.4","15,374","±29","79.6%","±0.1","7,499","±80","78.7%","±1.2","7,875","±81","80.6%","±1.2","9,829","±68","81.7%","±0.6","5,002","±88","82.1%","±0.6","4,827","±51","81.3%","±0.8","19,657","±64","74.9%","±0.2","9,606","±114","74.1%","±0.9","10,051","±120","75.7%","±0.9","18,307","±29","79.4%","±0.1","9,142","±86","78.8%","±0.3","9,165","±93","80.0%","±0.4","4,201","±39","82.7%","±0.8","2,104","±27","80.2%","±1.9","2,097","±43","85.4%","±2.2","65,334","±32","79.1%","±0.1","32,459","±88","78.8%","±0.2","32,875","±83","79.5%","±0.2","15,823","±44","77.6%","±0.2","7,888","±68","76.6%","±0.7","7,935","±66","78.6%","±0.6","5,134","±31","79.8%","±0.5","2,507","±49","76.2%","±1.4","2,627","±45","83.4%","±1.1","32,348","±46","76.7%","±0.1","15,977","±126","75.8%","±0.6","16,371","±132","77.6%","±0.7","22,064","±40","78.4%","±0.1","10,843","±146","77.7%","±0.8","11,221","±139","79.0%","±0.7"
"        21 years and over","5,233,161","±2,880","74.1%","±0.1","2,528,572","±2,203","72.9%","±0.1","2,704,589","±2,366","75.2%","±0.1","11,053","±161","74.6%","±1.1","5,407","±143","71.4%","±2.0","5,646","±109","77.9%","±1.4","5,937","±131","77.4%","±1.7","2,932","±117","78.6%","±2.9","3,005","±141","76.3%","±2.9","51,271","±202","80.7%","±0.3","24,842","±201","80.2%","±0.7","26,429","±189","81.2%","±0.8","15,642","±191","74.6%","±0.9","7,759","±149","74.1%","±1.6","7,883","±156","75.1%","±1.7","14,747","±164","76.4%","±0.8","7,179","±119","75.3%","±1.6","7,568","±108","77.4%","±1.4","9,435","±125","78.4%","±1.0","4,719","±116","77.5%","±1.4","4,716","±83","79.4%","±1.3","18,902","±162","72.0%","±0.6","9,182","±172","70.8%","±1.4","9,720","±140","73.2%","±1.0","17,629","±92","76.4%","±0.4","8,752","±104","75.4%","±0.7","8,877","±105","77.5%","±0.6","4,093","±83","80.6%","±1.6","2,032","±63","77.5%","±2.8","2,061","±58","83.9%","±2.6","59,871","±380","72.5%","±0.5","29,465","±306","71.6%","±0.7","30,406","±202","73.5%","±0.5","15,257","±95","74.8%","±0.5","7,642","±84","74.2%","±0.8","7,615","±96","75.4%","±1.0","4,999","±45","77.7%","±0.7","2,440","±45","74.2%","±1.4","2,559","±54","81.3%","±1.4","31,049","±138","73.6%","±0.3","15,235","±195","72.3%","±0.8","15,814","±144","75.0%","±0.7","21,299","±157","75.6%","±0.6","10,408","±162","74.6%","±0.9","10,891","±166","76.7%","±1.0"
"        60 years and over","1,662,338","±4,088","23.5%","±0.1","759,572","±2,901","21.9%","±0.1","902,766","±3,135","25.1%","±0.1","3,588","±153","24.2%","±1.0","1,535","±96","20.3%","±1.4","2,053","±117","28.3%","±1.6","2,499","±117","32.6%","±1.5","1,175","±91","31.5%","±2.4","1,324","±81","33.6%","±1.9","25,874","±345","40.7%","±0.5","12,123","±239","39.1%","±0.8","13,751","±285","42.2%","±0.9","5,678","±262","27.1%","±1.2","2,667","±169","25.5%","±1.6","3,011","±181","28.7%","±1.8","6,235","±180","32.3%","±0.9","2,801","±174","29.4%","±1.9","3,434","±133","35.1%","±1.4","3,672","±184","30.5%","±1.5","1,815","±131","29.8%","±2.0","1,857","±104","31.3%","±1.7","5,582","±298","21.3%","±1.1","2,587","±170","20.0%","±1.3","2,995","±204","22.6%","±1.6","6,778","±269","29.4%","±1.2","3,165","±157","27.3%","±1.4","3,613","±165","31.5%","±1.4","1,859","±113","36.6%","±2.2","937","±66","35.7%","±2.7","922","±74","37.5%","±3.1","19,251","±409","23.3%","±0.5","8,675","±276","21.1%","±0.7","10,576","±289","25.6%","±0.7","4,905","±218","24.1%","±1.1","2,283","±137","22.2%","±1.3","2,622","±140","26.0%","±1.4","2,054","±108","31.9%","±1.7","901","±85","27.4%","±2.6","1,153","±65","36.6%","±2.3","10,388","±323","24.6%","±0.8","4,804","±254","22.8%","±1.2","5,584","±238","26.5%","±1.1","7,950","±336","28.2%","±1.2","3,852","±229","27.6%","±1.6","4,098","±204","28.8%","±1.4"
"        62 years and over","1,477,076","±3,438","20.9%","±0.1","669,443","±2,362","19.3%","±0.1","807,633","±2,508","22.4%","±0.1","3,075","±158","20.8%","±1.1","1,389","±75","18.4%","±1.1","1,686","±125","23.3%","±1.8","2,371","±118","30.9%","±1.5","1,129","±89","30.3%","±2.3","1,242","±82","31.5%","±1.9","24,206","±370","38.1%","±0.6","11,387","±224","36.8%","±0.8","12,819","±272","39.4%","±0.9","4,910","±234","23.4%","±1.1","2,288","±135","21.9%","±1.3","2,622","±163","25.0%","±1.6","5,694","±225","29.5%","±1.2","2,621","±180","27.5%","±1.9","3,073","±195","31.4%","±1.9","3,381","±151","28.1%","±1.3","1,674","±109","27.5%","±1.7","1,707","±99","28.7%","±1.6","4,770","±209","18.2%","±0.8","2,103","±97","16.2%","±0.7","2,667","±184","20.1%","±1.4","5,984","±245","25.9%","±1.1","2,772","±138","23.9%","±1.2","3,212","±196","28.0%","±1.7","1,698","±122","33.4%","±2.4","859","±72","32.7%","±2.9","839","±74","34.2%","±3.1","16,770","±430","20.3%","±0.5","7,547","±279","18.3%","±0.7","9,223","±295","22.3%","±0.7","4,311","±198","21.1%","±1.0","1,982","±107","19.3%","±1.1","2,329","±143","23.1%","±1.4","1,772","±98","27.5%","±1.5","826","±68","25.1%","±2.1","946","±62","30.0%","±2.1","9,121","±308","21.6%","±0.7","4,343","±240","20.6%","±1.1","4,778","±151","22.7%","±0.8","7,348","±357","26.1%","±1.3","3,608","±257","25.9%","±1.8","3,740","±193","26.3%","±1.3"
"        65 years and over","1,205,947","±1,102","17.1%","±0.1","540,687","±700","15.6%","±0.1","665,260","±790","18.5%","±0.1","2,625","±35","17.7%","±0.2","1,184","±26","15.6%","±0.4","1,441","±24","19.9%","±0.5","1,914","±37","25.0%","±0.5","867","±33","23.2%","±0.8","1,047","±39","26.6%","±0.7","20,603","±148","32.4%","±0.2","9,868","±127","31.8%","±0.4","10,735","±81","33.0%","±0.4","3,933","±114","18.8%","±0.5","1,831","±59","17.5%","±0.6","2,102","±88","20.0%","±0.9","4,498","±58","23.3%","±0.3","2,077","±55","21.8%","±0.6","2,421","±41","24.8%","±0.6","2,802","±31","23.3%","±0.3","1,351","±47","22.2%","±0.6","1,451","±38","24.4%","±0.5","4,039","±84","15.4%","±0.3","1,792","±11","13.8%","±0.2","2,247","±83","16.9%","±0.7","4,735","±72","20.5%","±0.3","2,199","±49","18.9%","±0.4","2,536","±67","22.1%","±0.6","1,421","±21","28.0%","±0.4","700","±20","26.7%","±0.9","721","±6","29.4%","±0.6","13,623","±150","16.5%","±0.2","6,061","±126","14.7%","±0.3","7,562","±103","18.3%","±0.2","3,399","±42","16.7%","±0.2","1,629","±32","15.8%","±0.3","1,770","±22","17.5%","±0.3","1,545","±34","24.0%","±0.5","729","±17","22.2%","±0.5","816","±27","25.9%","±1.0","7,552","±179","17.9%","±0.4","3,369","±96","16.0%","±0.5","4,183","±110","19.8%","±0.5","5,979","±95","21.2%","±0.3","2,791","±99","20.0%","±0.6","3,188","±102","22.4%","±0.6"
"        75 years and over","476,760","±859","6.7%","±0.1","200,923","±563","5.8%","±0.1","275,837","±577","7.7%","±0.1","1,045","±6","7.1%","±0.1","443","±22","5.9%","±0.1","602","±6","8.3%","±0.1","820","±33","10.7%","±0.4","369","±33","9.9%","±0.8","451","±3","11.4%","±0.3","8,604","±102","13.5%","±0.2","4,197","±63","13.5%","±0.2","4,407","±67","13.5%","±0.2","1,500","±54","7.2%","±0.3","657","±27","6.3%","±0.3","843","±29","8.0%","±0.3","1,778","±39","9.2%","±0.2","756","±19","7.9%","±0.2","1,022","±42","10.5%","±0.4","1,032","±9","8.6%","±0.1","490","±22","8.0%","±0.1","542","±9","9.1%","±0.2","1,577","±61","6.0%","±0.2","636","±11","4.9%","±0.1","941","±60","7.1%","±0.5","1,821","±27","7.9%","±0.1","791","±7","6.8%","±0.1","1,030","±26","9.0%","±0.2","616","±11","12.1%","±0.2","293","±9","11.2%","±0.4","323","±6","13.2%","±0.3","5,474","±128","6.6%","±0.2","2,370","±121","5.8%","±0.3","3,104","±57","7.5%","±0.1","1,301","±33","6.4%","±0.2","584","±25","5.7%","±0.2","717","±20","7.1%","±0.2","621","±33","9.6%","±0.5","282","±17","8.6%","±0.5","339","±25","10.8%","±0.8","3,010","±108","7.1%","±0.3","1,233","±33","5.9%","±0.2","1,777","±99","8.4%","±0.5","2,331","±68","8.3%","±0.2","1,011","±37","7.2%","±0.3","1,320","±49","9.3%","±0.3"
"    SUMMARY INDICATORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Median age (years)","38.9","±0.1","(X)","(X)","37.7","±0.2","(X)","(X)","40.0","±0.1","(X)","(X)","40.0","±1.1","(X)","(X)","38.0","±0.8","(X)","(X)","42.2","±1.2","(X)","(X)","48.5","±1.3","(X)","(X)","48.0","±2.2","(X)","(X)","49.0","±1.5","(X)","(X)","53.5","±0.4","(X)","(X)","52.7","±0.4","(X)","(X)","54.3","±0.6","(X)","(X)","41.9","±1.1","(X)","(X)","39.4","±2.0","(X)","(X)","44.1","±2.0","(X)","(X)","46.9","±0.4","(X)","(X)","43.2","±2.2","(X)","(X)","48.2","±0.8","(X)","(X)","46.9","±1.2","(X)","(X)","46.6","±2.1","(X)","(X)","47.0","±2.4","(X)","(X)","39.2","±0.6","(X)","(X)","38.1","±1.3","(X)","(X)","40.0","±1.6","(X)","(X)","43.7","±0.5","(X)","(X)","42.4","±1.4","(X)","(X)","45.3","±0.6","(X)","(X)","51.6","±0.7","(X)","(X)","49.5","±2.0","(X)","(X)","54.2","±1.1","(X)","(X)","36.0","±0.4","(X)","(X)","33.5","±0.4","(X)","(X)","39.3","±0.5","(X)","(X)","40.6","±0.4","(X)","(X)","40.0","±0.6","(X)","(X)","41.7","±1.2","(X)","(X)","47.2","±0.5","(X)","(X)","44.6","±1.7","(X)","(X)","49.3","±1.5","(X)","(X)","39.8","±0.7","(X)","(X)","38.4","±1.4","(X)","(X)","40.6","±0.7","(X)","(X)","43.5","±0.6","(X)","(X)","42.7","±1.7","(X)","(X)","44.4","±0.6","(X)","(X)"
"        Sex ratio (males per 100 females)","96.4","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","104.4","±3.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","94.7","±4.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","95.1","±1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","99.7","±3.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.5","±3.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","102.5","±2.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","97.7","±2.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","101.3","±1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","106.8","±4.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","99.5","±0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","102.0","±2.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","104.4","±4.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","99.9","±2.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","98.2","±2.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"        Age dependency ratio","64.6","±0.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","68.0","±2.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","77.8","±2.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","96.6","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","68.1","±1.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","77.5","±0.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","71.2","±1.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","68.0","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","69.9","±1.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","82.7","±2.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","59.7","±0.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64.1","±0.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","79.4","±2.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","70.1","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","75.1","±1.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
